date,data
2004-03-01 00:00:00,3033.615704888889
2004-03-01 00:15:00,2998.882135111111
2004-03-01 00:30:00,3021.990787555555
2004-03-01 00:45:00,2891.4231102222225
2004-03-01 01:00:00,3052.528160888889
2004-03-01 01:15:00,3123.4898871111113
2004-03-01 01:30:00,3047.6518737777783
2004-03-01 01:45:00,3041.217680888889
2004-03-01 02:00:00,3085.6052888888894
2004-03-01 02:15:00,3115.2637964444443
2004-03-01 02:30:00,3218.26223288889
2004-03-01 02:45:00,3188.2841617777763
2004-03-01 03:00:00,3201.366362666667
2004-03-01 03:15:00,3288.3668622222226
2004-03-01 03:30:00,3328.92054311111
2004-03-01 03:45:00,3155.6041520000012
2004-03-01 04:00:00,3217.2564373333335
2004-03-01 04:15:00,3225.454494222222
2004-03-01 04:30:00,3186.4266337777776
2004-03-01 04:45:00,3207.908234666666
2004-03-01 05:00:00,3116.0363697777775
2004-03-01 05:15:00,3156.2155573333334
2004-03-01 05:30:00,3192.5636942222222
2004-03-01 05:45:00,3068.083309333335
2004-03-01 06:00:00,3130.8777822222232
2004-03-01 06:15:00,3112.598123555555
2004-03-01 06:30:00,3173.096071111111
2004-03-01 06:45:00,3093.308104888889
2004-03-01 07:00:00,3171.4365013333336
2004-03-01 07:15:00,3158.9379395555566
2004-03-01 07:30:00,3207.1282204444447
2004-03-01 07:45:00,3052.9773137777775
2004-03-01 08:00:00,3120.652536
2004-03-01 08:15:00,3025.511187555556
2004-03-01 08:30:00,3071.5191697777786
2004-03-01 08:45:00,3030.0443235555554
2004-03-01 09:00:00,3109.2515786666663
2004-03-01 09:15:00,3020.1183760000004
2004-03-01 09:30:00,3140.9183395555556
2004-03-01 09:45:00,2997.270311999999
2004-03-01 10:00:00,2986.0712364444444
2004-03-01 10:15:00,3065.5273937777783
2004-03-01 10:30:00,3122.688733333333
2004-03-01 10:45:00,2992.2102284444445
2004-03-01 11:00:00,2952.1536168888883
2004-03-01 11:15:00,2875.3376284444444
2004-03-01 11:30:00,3046.1025324444468
2004-03-01 11:45:00,2849.8722959999996
2004-03-01 12:00:00,2996.3238559999995
2004-03-01 12:15:00,2959.4181137777778
2004-03-01 12:30:00,2999.975708444443
2004-03-01 12:45:00,2740.441925333333
2004-03-01 13:00:00,2980.8605351111114
2004-03-01 13:15:00,2953.182350222222
2004-03-01 13:30:00,3120.1446942222233
2004-03-01 13:45:00,3173.7463182222223
2004-03-01 14:00:00,3295.2591928888883
2004-03-01 14:15:00,3521.4132515555557
2004-03-01 14:30:00,3650.5463946666678
2004-03-01 14:45:00,3473.9337440000013
2004-03-01 15:00:00,3634.314801777778
2004-03-01 15:15:00,3706.3226782222214
2004-03-01 15:30:00,3917.866539555556
2004-03-01 15:45:00,3713.441452444444
2004-03-01 16:00:00,3886.1708035555566
2004-03-01 16:15:00,3915.8378684444438
2004-03-01 16:30:00,4121.153934222222
2004-03-01 16:45:00,4294.027922666669
2004-03-01 17:00:00,4529.80799111111
2004-03-01 17:15:00,4761.8128071111105
2004-03-01 17:30:00,4719.098940444444
2004-03-01 17:45:00,4618.493654222221
2004-03-01 18:00:00,4688.512879999999
2004-03-01 18:15:00,4615.220939555555
2004-03-01 18:30:00,4835.660780444444
