date,data
2004-05-01 00:00:00,4623.207986055555
2004-05-01 01:00:00,4319.646098777778
2004-05-01 02:00:00,4048.3540608888884
2004-05-01 03:00:00,3862.275332222223
2004-05-01 04:00:00,3740.1784695555557
2004-05-01 05:00:00,3718.8121953333334
2004-05-01 06:00:00,3705.4100407777782
2004-05-01 07:00:00,3673.6614159999995
2004-05-01 08:00:00,3682.3651985555557
2004-05-01 09:00:00,3443.158258000001
2004-05-01 10:00:00,3426.631965777778
2004-05-01 11:00:00,3351.173965333334
2004-05-01 12:00:00,3000.717157333333
2004-05-01 13:00:00,3046.988454888888
2004-05-01 14:00:00,3161.7171460000004
2004-05-01 15:00:00,3854.6475764444444
2004-05-01 16:00:00,4677.278202222224
2004-05-01 17:00:00,4490.602097777777
2004-05-01 18:00:00,5397.380570222222
2004-05-01 19:00:00,6815.404502444446
2004-05-01 20:00:00,6859.763411333334
2004-05-01 21:00:00,7035.601447555556
2004-05-01 22:00:00,6956.862394666667
2004-05-01 23:00:00,6813.829701333333
2004-05-02 00:00:00,5760.062553777777
2004-05-02 01:00:00,6577.275754444447
2004-05-02 02:00:00,6742.714616666667
2004-05-02 03:00:00,6789.923585111112
2004-05-02 04:00:00,6187.313956666668
2004-05-02 05:00:00,6119.005194444446
2004-05-02 06:00:00,6503.088670666667
2004-05-02 07:00:00,6491.628355777778
2004-05-02 08:00:00,5664.700757111111
2004-05-02 09:00:00,5848.973917333334
2004-05-02 10:00:00,4300.896154222222
2004-05-02 11:00:00,2851.569183111111
2004-05-02 12:00:00,2723.279791777778
2004-05-02 13:00:00,2707.1877135555555
2004-05-02 14:00:00,3008.674324
2004-05-02 15:00:00,3319.898974888889
2004-05-02 16:00:00,3490.0517488888895
2004-05-02 17:00:00,3531.1358248888887
2004-05-02 18:00:00,3758.927472888889
2004-05-02 19:00:00,3845.1980777777785
2004-05-02 20:00:00,3942.527801333334
2004-05-02 21:00:00,4002.6547893333336
2004-05-02 22:00:00,4066.4976817777774
2004-05-02 23:00:00,3927.002747111111
2004-05-03 00:00:00,3880.772118444444
2004-05-03 01:00:00,4077.3469493333337
2004-05-03 02:00:00,4176.442028666666
2004-05-03 03:00:00,4142.818575777778
2004-05-03 04:00:00,4035.2557995555558
2004-05-03 05:00:00,3952.7183102222225
2004-05-03 06:00:00,3934.915986444444
2004-05-03 07:00:00,3844.6017853333337
2004-05-03 08:00:00,3736.770807333333
2004-05-03 09:00:00,3367.6457224444443
2004-05-03 10:00:00,3279.591577333334
2004-05-03 11:00:00,3233.102356444444
2004-05-03 12:00:00,3760.6088202222218
2004-05-03 13:00:00,3651.4135466666667
2004-05-03 14:00:00,4071.1824762222222
2004-05-03 15:00:00,4802.108638444445
2004-05-03 16:00:00,4399.1079353333325
2004-05-03 17:00:00,4724.302793222222
2004-05-03 18:00:00,4899.169224666665
2004-05-03 19:00:00,4795.088740444445
2004-05-03 20:00:00,4843.883748666666
2004-05-03 21:00:00,4905.149702333333
2004-05-03 22:00:00,4735.876477444445
2004-05-03 23:00:00,4553.196841777778
2004-05-04 00:00:00,4341.579390888889
2004-05-04 01:00:00,4222.373347888889
2004-05-04 02:00:00,4252.636213555556
2004-05-04 03:00:00,4222.703907777778
2004-05-04 04:00:00,4112.005919111111
2004-05-04 05:00:00,4095.0087675555556
2004-05-04 06:00:00,3908.4240048888882
2004-05-04 07:00:00,3973.721674222222
2004-05-04 08:00:00,5189.831101555555
2004-05-04 09:00:00,7776.28073837037
2004-05-04 10:00:00,4990.221765777777
2004-05-04 11:00:00,6205.486537555554
2004-05-04 12:00:00,6381.308996444445
2004-05-04 13:00:00,3804.3924062222227
2004-05-04 14:00:00,4352.221435999999
2004-05-04 15:00:00,6219.626138944444
2004-05-04 16:00:00,6459.401915805556
2004-05-04 17:00:00,5525.818376361111
2004-05-04 18:00:00,5320.234941555555
2004-05-04 19:00:00,5302.2630770000005
2004-05-04 20:00:00,5257.976495888889
2004-05-04 21:00:00,4996.493400333334
2004-05-04 22:00:00,5476.088730555556
2004-05-04 23:00:00,4959.514160222222
2004-05-05 00:00:00,4614.422752888889
2004-05-05 01:00:00,4454.066326222222
2004-05-05 02:00:00,4413.115874666666
2004-05-05 03:00:00,4394.493978666667
2004-05-05 04:00:00,4371.953975333333
2004-05-05 05:00:00,4205.202886666667
2004-05-05 06:00:00,4212.578883333333
2004-05-05 07:00:00,4124.153017555555
2004-05-05 08:00:00,4114.166372444444
2004-05-05 09:00:00,3896.7833431111117
2004-05-05 10:00:00,3732.332392888889
2004-05-05 11:00:00,3659.839417111111
2004-05-05 12:00:00,3762.3037433333334
2004-05-05 13:00:00,4203.07730888889
2004-05-05 14:00:00,4627.595059333335
2004-05-05 15:00:00,5027.538964222222
2004-05-05 16:00:00,5025.936763333333
2004-05-05 17:00:00,5220.035629333333
2004-05-05 18:00:00,5285.582125111111
2004-05-05 19:00:00,5158.887492888889
2004-05-05 20:00:00,5220.466307111111
2004-05-05 21:00:00,4977.039983
2004-05-05 22:00:00,5238.206038888888
2004-05-05 23:00:00,5071.748090222222
2004-05-06 00:00:00,5361.564641555556
2004-05-06 01:00:00,4448.660552222223
2004-05-06 02:00:00,4518.994197555557
2004-05-06 03:00:00,4316.181578666667
2004-05-06 04:00:00,3416.649508888889
2004-05-06 05:00:00,4337.504147777779
2004-05-06 06:00:00,5568.235734999999
2004-05-06 07:00:00,7713.1747603333315
2004-05-06 08:00:00,5698.082709037038
2004-05-06 09:00:00,5996.856349722221
2004-05-06 10:00:00,4268.458229666666
2004-05-06 11:00:00,3553.7198193333334
2004-05-06 12:00:00,3673.6025206666673
2004-05-06 13:00:00,4068.1041313333335
2004-05-06 14:00:00,4518.382478111112
2004-05-06 15:00:00,4678.990514000001
2004-05-06 16:00:00,4968.535314888888
2004-05-06 17:00:00,5774.495828111111
2004-05-06 18:00:00,5164.414696666667
2004-05-06 19:00:00,5086.483241222221
2004-05-06 20:00:00,5053.866513666667
2004-05-06 21:00:00,4883.063346333333
2004-05-06 22:00:00,4527.829815
2004-05-06 23:00:00,5521.543122277778
2004-05-07 00:00:00,5657.905644111112
2004-05-07 01:00:00,6372.580628259259
2004-05-07 02:00:00,4036.4378252222227
2004-05-07 03:00:00,5904.467064999998
2004-05-07 04:00:00,4655.800423333333
2004-05-07 05:00:00,5466.6694499722225
2004-05-07 06:00:00,5102.625398888888
2004-05-07 07:00:00,5216.051745444444
2004-05-07 08:00:00,3792.5534795555554
2004-05-07 09:00:00,3578.7833766666663
2004-05-07 10:00:00,3555.123861333333
2004-05-07 11:00:00,3360.190157333333
2004-05-07 12:00:00,3478.526618222222
2004-05-07 13:00:00,3889.283292222222
2004-05-07 14:00:00,4355.695475777778
2004-05-07 15:00:00,4589.677202444444
2004-05-07 16:00:00,4741.881736444444
2004-05-07 17:00:00,4661.981539111111
2004-05-07 18:00:00,4830.762720444444
2004-05-07 19:00:00,6340.873848583334
2004-05-07 20:00:00,5886.789429037039
2004-05-07 21:00:00,4568.361624666667
2004-05-07 22:00:00,4273.912718888889
2004-05-07 23:00:00,3934.056401555555
2004-05-08 00:00:00,3721.0703358888895
2004-05-08 01:00:00,3699.199888777777
2004-05-08 02:00:00,3626.171141555556
2004-05-08 03:00:00,3470.4435148888883
2004-05-08 04:00:00,3483.6819631111116
2004-05-08 05:00:00,3303.4245225555555
2004-05-08 06:00:00,3252.4181217777773
2004-05-08 07:00:00,3183.8432877777777
2004-05-08 08:00:00,3191.4804299999996
2004-05-08 09:00:00,3153.8591706666666
2004-05-08 10:00:00,3083.8168804444445
2004-05-08 11:00:00,2861.747734666667
2004-05-08 12:00:00,2720.151015555555
2004-05-08 13:00:00,2850.017294888889
2004-05-08 14:00:00,3042.034716
2004-05-08 15:00:00,3137.471462
2004-05-08 16:00:00,3258.419543777778
2004-05-08 17:00:00,3242.3511128888895
2004-05-08 18:00:00,3424.059914444444
2004-05-08 19:00:00,3465.538417777778
2004-05-08 20:00:00,3459.399289777777
2004-05-08 21:00:00,3417.8556395555556
2004-05-08 22:00:00,3481.5162980000005
2004-05-08 23:00:00,3315.220401
2004-05-09 00:00:00,3244.177341777778
2004-05-09 01:00:00,3402.6802974444454
2004-05-09 02:00:00,3471.1906084444454
2004-05-09 03:00:00,3441.581350111111
2004-05-09 04:00:00,3372.388653111111
2004-05-09 05:00:00,3167.1654657777776
2004-05-09 06:00:00,3203.0772807777776
2004-05-09 07:00:00,3170.739873777777
2004-05-09 08:00:00,3148.605039555556
2004-05-09 09:00:00,2941.435348444445
2004-05-09 10:00:00,2852.3497437777773
2004-05-09 11:00:00,2686.6987828888887
2004-05-09 12:00:00,2636.9324046666666
2004-05-09 13:00:00,2681.585698888889
2004-05-09 14:00:00,2797.7503706666666
2004-05-09 15:00:00,2868.590070444445
2004-05-09 16:00:00,3088.1036562222216
2004-05-09 17:00:00,3148.1368121111113
2004-05-09 18:00:00,3305.0694031111107
2004-05-09 19:00:00,3390.4048277777765
2004-05-09 20:00:00,3453.263694888888
2004-05-09 21:00:00,3561.8183184444447
2004-05-09 22:00:00,3383.3149366666676
2004-05-09 23:00:00,3373.4644208888894
2004-05-10 00:00:00,3699.9306153333328
2004-05-10 01:00:00,3803.413953777778
2004-05-10 02:00:00,3868.2018462222222
2004-05-10 03:00:00,3975.9786206666668
2004-05-10 04:00:00,3370.7149933333326
2004-05-10 05:00:00,3414.282161333333
2004-05-10 06:00:00,3594.3946788888893
2004-05-10 07:00:00,3535.8321333333333
2004-05-10 08:00:00,3558.3031099999994
2004-05-10 09:00:00,3415.652100222222
2004-05-10 10:00:00,3261.3851217777774
2004-05-10 11:00:00,3139.9407517777777
2004-05-10 12:00:00,3224.4938448888893
2004-05-10 13:00:00,3625.798818666666
2004-05-10 14:00:00,4029.245462333333
2004-05-10 15:00:00,4478.149379555555
2004-05-10 16:00:00,4217.870668444445
2004-05-10 17:00:00,4467.497737777777
2004-05-10 18:00:00,4704.904968666667
2004-05-10 19:00:00,4760.419693555556
2004-05-10 20:00:00,4659.713449333333
2004-05-10 21:00:00,4586.368127111111
2004-05-10 22:00:00,4404.103933111111
2004-05-10 23:00:00,4005.1209140000005
2004-05-11 00:00:00,3998.708089222222
2004-05-11 01:00:00,3887.728683111111
2004-05-11 02:00:00,4133.134676000001
2004-05-11 03:00:00,3846.0361613333334
2004-05-11 04:00:00,4421.608444555556
2004-05-11 05:00:00,4164.112689
2004-05-11 06:00:00,3668.151461333333
2004-05-11 07:00:00,3666.772568888889
2004-05-11 08:00:00,3702.889556444444
2004-05-11 09:00:00,5440.25724022222
2004-05-11 10:00:00,3467.077502
